experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_type,arch_name,fmem_size_kB,wmem_size_kB,gb_size_kB,pe_rows,pe_cols,tile_size,scale_bandwidth,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s,mapping
mccnn_L0_L1_2026-02-20T22:57:47.845729,mccnn,L0_L1,2layer,2,eyeriss,thesis_arch,1056,524,128,256,8,69,False,True,,3.136e+04,5.137e+06,1.64e+05,"(13436303328, 4573252656)",0.03515625,0.09249591827392578,DRAM[P=376 Q=18 Z1=1 C1=1 R1=1 S1=1 Y0=376 X0=18 Z0=1 C0=1 R0=1 S0=1] GlobalBuffer[P=1 Q=69 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=69 Z0=1 C0=1 R0=1 S0=1] SACols[Q=1 Z1=8] SARows[S1=3 C1=32 Z1=2] SACols_0[X0=1 Z0=8] SARows_0[S0=3 C0=1 Z0=4] InRegister[P=1 Q=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] WRegister[P=1 Q=1 Z1=1 C1=1 R1=3 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=3 S0=1] IntermediateRegister[P=1 Q=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] OutRegister[P=1 Q=1 Z1=2 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] Compute] 
mccnn_L2_L3_2026-02-20T22:57:49.215018,mccnn,L2_L3,2layer,2,eyeriss,thesis_arch,1056,524,128,256,8,69,False,True,,6.177e+04,7.474e+06,4.66e+05,"(25240002048, 10819270656)",0.5625,0.12931561470031738,DRAM[P=376 Q=18 Z1=1 C1=1 R1=1 S1=1 Y0=376 X0=18 Z0=1 C0=1 R0=1 S0=1] GlobalBuffer[P=1 Q=69 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=69 Z0=1 C0=1 R0=1 S0=1] SACols[Q=1 Z1=8] SARows[S1=3 C1=32 Z1=2] SACols_0[X0=1 Z0=8] SARows_0[S0=3 C0=32 Z0=2] InRegister[P=1 Q=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] WRegister[P=1 Q=1 Z1=1 C1=1 R1=3 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=3 S0=1] IntermediateRegister[P=1 Q=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=2 C0=1 R0=1 S0=1] OutRegister[P=1 Q=1 Z1=2 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] Compute] 
mccnn_L0_2026-02-20T22:57:49.993982,mccnn,L0,single,1,eyeriss,thesis_arch,1056,524,128,256,8,69,False,True,,5.742e+02,3.736e+06,2.15e+03,"(62888544, 75652704)",0.140625,0.06553769111633301,DRAM[M=1 C=1 R=1 S=1 P=376 Q=18] GlobalBuffer[Q=23 S=1 C=1 R=1 M=1 P=1] SACols[Q=3 M=2] SARows[S=3 C=1 M=16] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
mccnn_L1_2026-02-20T22:57:50.425298,mccnn,L1,single,1,eyeriss,thesis_arch,1056,524,128,256,8,69,False,True,,2.305e+03,3.738e+06,8.62e+03,"(1519289856, 227892096)",0.5625,0.03490257263183594,DRAM[M=1 C=1 R=1 S=1 P=376 Q=18] GlobalBuffer[Q=23 S=1 C=1 R=1 M=1 P=1] SACols[Q=3 M=2] SARows[S=3 C=32 M=2] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=8 S=1 R=1 Q=1 P=1 C=1] Compute] 
mccnn_L2_2026-02-20T22:57:50.819515,mccnn,L2,single,1,eyeriss,thesis_arch,1056,524,128,256,8,69,False,True,,2.305e+03,3.738e+06,8.62e+03,"(1519289856, 227892096)",0.5625,0.13919878005981445,DRAM[M=1 C=1 R=1 S=1 P=376 Q=18] GlobalBuffer[Q=23 S=1 C=1 R=1 M=1 P=1] SACols[Q=3 M=2] SARows[S=3 C=32 M=2] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=8 S=1 R=1 Q=1 P=1 C=1] Compute] 
mccnn_L3_2026-02-20T22:57:51.308478,mccnn,L3,single,1,eyeriss,thesis_arch,1056,524,128,256,8,69,False,True,,2.305e+03,3.738e+06,8.62e+03,"(1519289856, 227892096)",0.5625,0.026997089385986328,DRAM[M=1 C=1 R=1 S=1 P=376 Q=18] GlobalBuffer[Q=23 S=1 C=1 R=1 M=1 P=1] SACols[Q=3 M=2] SARows[S=3 C=32 M=2] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=8 S=1 R=1 Q=1 P=1 C=1] Compute] 
