experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_type,arch_name,fmem_size_kB,wmem_size_kB,gb_size_kB,pe_rows,pe_cols,tile_size,scale_bandwidth,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s,mapping
vgg16_17layer_2026-02-21T06:49:51.337540,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,4,4,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337633,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,4,16,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337657,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,4,32,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337695,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,4,64,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337710,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,4,128,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337722,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,4,256,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337734,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,4,512,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337746,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,16,4,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337763,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,16,16,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337777,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,16,32,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337794,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,16,64,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337809,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,16,128,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337822,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,16,256,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337837,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,16,512,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337850,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,32,4,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337871,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,32,16,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337893,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,32,32,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.337907,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,32,64,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.338200,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,32,128,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.338221,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,32,256,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.338235,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,32,512,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.338250,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,64,4,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.338263,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,64,16,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
vgg16_17layer_2026-02-21T06:49:51.338291,vgg16,17layer,full,1,eyeriss,thesis_arch,1056,524,128,64,32,1,False,False,Unknown variant: 17layer for vgg16/full. Available: ['13layer'],0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
