experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_name,fmem_size_kB,wmem_size_kB,pe_rows,pe_cols,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s
mccnn_4layer_2026-01-30T17:16:18.565305,mccnn,4layer,full,4,thesis_arch,1056,524,16,128,False,local variable 'dataflow_per_layer' referenced before assignment,0.0,0,0.0,0,0.0,0.0
