experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_name,fmem_size_kB,wmem_size_kB,pe_rows,pe_cols,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s
mccnn_4layer_2026-01-30T17:05:57.438821,mccnn,4layer,full,4,thesis_arch,1056,524,16,128,False,"The provided coupling ({dims: ['C0', 'Y0', 'X0', 'R0', 'S0', 'Z0', 'C1', 'R1', 'S1', 'Y1', 'X1', 'Z1', 'C2', 'R2', 'S2', 'Y2', 'X2', 'Z2', 'C3', 'R3', 'S3', 'P', 'Q', 'Z3'], in_coupling: [['C0'], ['Y0', 'R0'], ['X0', 'S0']], w_coupling: {0: [['Z0'], ['C0'], ['R0'], ['S0']], 1: [['Z1'], ['C1'], ['R1'], ['S1']], 2: [['Z2'], ['C2'], ['R2'], ['S2']], 3: [['Z3'], ['C3'], ['R3'], ['S3']]}, out_coupling: [['Z3'], ['P'], ['Q']], in_strides: {}, w_strides: {0: {}, 1: {}, 2: {}, 3: {}}, out_strides: {}}, int_in_coupling: {0: [['C1'], ['Y1', 'R1'], ['X1', 'S1']], 1: [['C2'], ['Y2', 'R2'], ['X2', 'S2']], 2: [['C3'], ['P', 'R3'], ['Q', 'S3']]}, int_out_coupling: {0: [['Z0'], ['Y0'], ['X0']], 1: [['Z1'], ['Y1'], ['X1']], 2: [['Z2'], ['Y2'], ['X2']]}, int_in_strides: {0: {}, 1: {}, 2: {}}, int_out_strides: {0: {}, 1: {}, 2: {}}}}) is not compatible with arch Eyeriss (conv)'s coupling (dims: NMPQCRS, in_coupling: [N][C][Pstride*P+Rdilation*R][Qstride*Q+Sdilation*S], w_coupling: W0: [M][C][R][S],, out_coupling: [N][M][P][Q]).",0.0,0,0.0,0,0.0,0.0
