experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_name,fmem_size_kB,wmem_size_kB,pe_rows,pe_cols,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s
mccnn_L0_2026-01-30T16:28:25.832805,mccnn,L0,single,1,thesis_arch,1056,524,16,128,False,Layer index 0 not found in flat intermediate output coupling.,0.0,0,0.0,0,0.0,0.0
