experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_name,fmem_size_kB,wmem_size_kB,pe_rows,pe_cols,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s,mapping
fsrcnn_8layer_2026-01-31T13:45:36.434504,fsrcnn,8layer,full,8,thesis_arch,128,256,8,64,True,,1.389e+04,2.928e+07,577106.244444358,"(14878941192, 4721068800)",0.2373046875,2.991515874862671,DRAM[Q=15 P=540 X6=15 Y6=540 X5=15 Y5=540 X4=15 Y4=540 X3=15 Y3=540 X2=15 Y2=540 X1=15 Y1=540 X0=15 Y0=540 C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] WeightMemory[Z7=2 C7=56 R7=3 S7=3 Z6=7 C6=12 R6=1 S6=1 Z5=2 C5=12 R5=3 S5=3 Z4=2 C4=12 R4=3 S4=3 Z3=2 C3=12 R3=3 S3=3 Z2=2 C2=12 R2=3 S2=3 Z1=2 C1=56 R1=1 S1=1 Z0=7 C0=3 R0=5 S0=5 Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 P=1 Q=1] SACols_7[Q=64] SARows_7[Z7=8] SACols_6[X6=64] SARows_6[Z6=8] SACols_5[X5=64] SARows_5[Z5=6] SACols_4[X4=64] SARows_4[Z4=6] SACols_3[X3=64] SARows_3[Z3=6] SACols_2[X2=64] SARows_2[Z2=6] SACols_1[X1=64] SARows_1[Z1=6] SACols_0[X0=64] SARows_0[Z0=8] WeightRegister[C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 P=1 Q=1 Z7=1] AccumulationIntermediateOutputRegister[Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] AccumulationOutputRegister[Q=1 P=1 Z7=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1] Compute] 
fsrcnn_8layer_2026-01-31T13:45:41.246061,fsrcnn,8layer,full,8,thesis_arch,128,256,16,128,True,,1.457e+04,3.434e+07,700259.4823264251,"(15155753832, 5185555200)",0.10841581382647902,2.0642809867858887,DRAM[Q=8 P=540 X6=8 Y6=540 X5=8 Y5=540 X4=8 Y4=540 X3=8 Y3=540 X2=8 Y2=540 X1=8 Y1=540 X0=8 Y0=540 C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] WeightMemory[Z7=1 C7=56 R7=3 S7=3 Z6=4 C6=12 R6=1 S6=1 Z5=1 C5=12 R5=3 S5=3 Z4=1 C4=12 R4=3 S4=3 Z3=1 C3=12 R3=3 S3=3 Z2=1 C2=12 R2=3 S2=3 Z1=1 C1=56 R1=1 S1=1 Z0=4 C0=3 R0=5 S0=5 Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 P=1 Q=1] SACols_7[Q=120] SARows_7[Z7=16] SACols_6[X6=120] SARows_6[Z6=14] SACols_5[X5=120] SARows_5[Z5=12] SACols_4[X4=120] SARows_4[Z4=12] SACols_3[X3=120] SARows_3[Z3=12] SACols_2[X2=120] SARows_2[Z2=12] SACols_1[X1=120] SARows_1[Z1=12] SACols_0[X0=120] SARows_0[Z0=14] WeightRegister[C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 P=1 Q=1 Z7=1] AccumulationIntermediateOutputRegister[Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] AccumulationOutputRegister[Q=1 P=1 Z7=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1] Compute] 
fsrcnn_8layer_2026-01-31T13:45:45.235274,fsrcnn,8layer,full,8,thesis_arch,128,256,64,256,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Thesis_8Layers_131072KB_FMEM_64x256_PEs -> Level: FeatureMemory: memory footprint: 143485 VS memory available: 131072",0.0,0,0.0,0,0.0,0.0,
fsrcnn_8layer_2026-01-31T13:45:46.253553,fsrcnn,8layer,full,8,thesis_arch,128,512,8,64,True,,1.572e+04,2.928e+07,683808.0882756159,"(14878941192, 4721068800)",0.2373046875,3.188579797744751,DRAM[Q=15 P=540 X6=15 Y6=540 X5=15 Y5=540 X4=15 Y4=540 X3=15 Y3=540 X2=15 Y2=540 X1=15 Y1=540 X0=15 Y0=540 C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] WeightMemory[Z7=2 C7=56 R7=3 S7=3 Z6=7 C6=12 R6=1 S6=1 Z5=2 C5=12 R5=3 S5=3 Z4=2 C4=12 R4=3 S4=3 Z3=2 C3=12 R3=3 S3=3 Z2=2 C2=12 R2=3 S2=3 Z1=2 C1=56 R1=1 S1=1 Z0=7 C0=3 R0=5 S0=5 Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 P=1 Q=1] SACols_7[Q=64] SARows_7[Z7=8] SACols_6[X6=64] SARows_6[Z6=8] SACols_5[X5=64] SARows_5[Z5=6] SACols_4[X4=64] SARows_4[Z4=6] SACols_3[X3=64] SARows_3[Z3=6] SACols_2[X2=64] SARows_2[Z2=6] SACols_1[X1=64] SARows_1[Z1=6] SACols_0[X0=64] SARows_0[Z0=8] WeightRegister[C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 P=1 Q=1 Z7=1] AccumulationIntermediateOutputRegister[Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] AccumulationOutputRegister[Q=1 P=1 Z7=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1] Compute] 
fsrcnn_8layer_2026-01-31T13:45:50.742722,fsrcnn,8layer,full,8,thesis_arch,128,512,16,128,True,,1.639e+04,3.434e+07,824926.7367179029,"(15155753832, 5185555200)",0.10841581382647902,1.9675073623657227,DRAM[Q=8 P=540 X6=8 Y6=540 X5=8 Y5=540 X4=8 Y4=540 X3=8 Y3=540 X2=8 Y2=540 X1=8 Y1=540 X0=8 Y0=540 C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] WeightMemory[Z7=1 C7=56 R7=3 S7=3 Z6=4 C6=12 R6=1 S6=1 Z5=1 C5=12 R5=3 S5=3 Z4=1 C4=12 R4=3 S4=3 Z3=1 C3=12 R3=3 S3=3 Z2=1 C2=12 R2=3 S2=3 Z1=1 C1=56 R1=1 S1=1 Z0=4 C0=3 R0=5 S0=5 Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 P=1 Q=1] SACols_7[Q=120] SARows_7[Z7=16] SACols_6[X6=120] SARows_6[Z6=14] SACols_5[X5=120] SARows_5[Z5=12] SACols_4[X4=120] SARows_4[Z4=12] SACols_3[X3=120] SARows_3[Z3=12] SACols_2[X2=120] SARows_2[Z2=12] SACols_1[X1=120] SARows_1[Z1=12] SACols_0[X0=120] SARows_0[Z0=14] WeightRegister[C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 P=1 Q=1 Z7=1] AccumulationIntermediateOutputRegister[Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] AccumulationOutputRegister[Q=1 P=1 Z7=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1] Compute] 
fsrcnn_8layer_2026-01-31T13:45:54.804059,fsrcnn,8layer,full,8,thesis_arch,128,512,64,256,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Thesis_8Layers_131072KB_FMEM_64x256_PEs -> Level: FeatureMemory: memory footprint: 143485 VS memory available: 131072",0.0,0,0.0,0,0.0,0.0,
fsrcnn_8layer_2026-01-31T13:45:56.308426,fsrcnn,8layer,full,8,thesis_arch,256,256,8,64,True,,1.409e+04,2.928e+07,583039.5930184773,"(14878941192, 4721068800)",0.2373046875,4.0947136878967285,DRAM[Q=15 P=540 X6=15 Y6=540 X5=15 Y5=540 X4=15 Y4=540 X3=15 Y3=540 X2=15 Y2=540 X1=15 Y1=540 X0=15 Y0=540 C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] WeightMemory[Z7=2 C7=56 R7=3 S7=3 Z6=7 C6=12 R6=1 S6=1 Z5=2 C5=12 R5=3 S5=3 Z4=2 C4=12 R4=3 S4=3 Z3=2 C3=12 R3=3 S3=3 Z2=2 C2=12 R2=3 S2=3 Z1=2 C1=56 R1=1 S1=1 Z0=7 C0=3 R0=5 S0=5 Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 P=1 Q=1] SACols_7[Q=64] SARows_7[Z7=8] SACols_6[X6=64] SARows_6[Z6=8] SACols_5[X5=64] SARows_5[Z5=6] SACols_4[X4=64] SARows_4[Z4=6] SACols_3[X3=64] SARows_3[Z3=6] SACols_2[X2=64] SARows_2[Z2=6] SACols_1[X1=64] SARows_1[Z1=6] SACols_0[X0=64] SARows_0[Z0=8] WeightRegister[C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 P=1 Q=1 Z7=1] AccumulationIntermediateOutputRegister[Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] AccumulationOutputRegister[Q=1 P=1 Z7=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1] Compute] 
fsrcnn_8layer_2026-01-31T13:46:02.670763,fsrcnn,8layer,full,8,thesis_arch,256,256,16,128,True,,1.484e+04,3.434e+07,709532.5292414166,"(15155753832, 5185555200)",0.10841581382647902,3.209380626678467,DRAM[Q=8 P=540 X6=8 Y6=540 X5=8 Y5=540 X4=8 Y4=540 X3=8 Y3=540 X2=8 Y2=540 X1=8 Y1=540 X0=8 Y0=540 C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] WeightMemory[Z7=1 C7=56 R7=3 S7=3 Z6=4 C6=12 R6=1 S6=1 Z5=1 C5=12 R5=3 S5=3 Z4=1 C4=12 R4=3 S4=3 Z3=1 C3=12 R3=3 S3=3 Z2=1 C2=12 R2=3 S2=3 Z1=1 C1=56 R1=1 S1=1 Z0=4 C0=3 R0=5 S0=5 Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 P=1 Q=1] SACols_7[Q=120] SARows_7[Z7=16] SACols_6[X6=120] SARows_6[Z6=14] SACols_5[X5=120] SARows_5[Z5=12] SACols_4[X4=120] SARows_4[Z4=12] SACols_3[X3=120] SARows_3[Z3=12] SACols_2[X2=120] SARows_2[Z2=12] SACols_1[X1=120] SARows_1[Z1=12] SACols_0[X0=120] SARows_0[Z0=14] WeightRegister[C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 P=1 Q=1 Z7=1] AccumulationIntermediateOutputRegister[Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] AccumulationOutputRegister[Q=1 P=1 Z7=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1] Compute] 
fsrcnn_8layer_2026-01-31T13:46:08.221815,fsrcnn,8layer,full,8,thesis_arch,256,256,64,256,True,,1.696e+04,6.441e+07,1467341.358176219,"(15993851112, 6180883200)",2.646870454748023e-05,2.898439645767212,DRAM[Q=4 P=540 X6=4 Y6=540 X5=4 Y5=540 X4=4 Y4=540 X3=4 Y3=540 X2=4 Y2=540 X1=4 Y1=540 X0=4 Y0=540 C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] WeightMemory[Z7=1 C7=56 R7=3 S7=3 Z6=1 C6=12 R6=1 S6=1 Z5=1 C5=12 R5=3 S5=3 Z4=1 C4=12 R4=3 S4=3 Z3=1 C3=12 R3=3 S3=3 Z2=1 C2=12 R2=3 S2=3 Z1=1 C1=56 R1=1 S1=1 Z0=1 C0=3 R0=5 S0=5 Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 P=1 Q=1] SACols_7[Q=240] SARows_7[Z7=16] SACols_6[X6=240] SARows_6[Z6=56] SACols_5[X5=240] SARows_5[Z5=12] SACols_4[X4=240] SARows_4[Z4=12] SACols_3[X3=240] SARows_3[Z3=12] SACols_2[X2=240] SARows_2[Z2=12] SACols_1[X1=240] SARows_1[Z1=12] SACols_0[X0=240] SARows_0[Z0=56] WeightRegister[C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 P=1 Q=1 Z7=1] AccumulationIntermediateOutputRegister[Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 P=1 Q=1 Z7=1] AccumulationOutputRegister[Q=1 P=1 Z7=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1] Compute] 
