experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_type,arch_name,fmem_size_kB,wmem_size_kB,gb_size_kB,pe_rows,pe_cols,tile_size,scale_bandwidth,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s,mapping
fsrcnn_8layer_2026-02-20T23:29:40.219333,fsrcnn,8layer,full,8,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,7.150e+04,1.918e+07,1.42e+06,"(31557100392, 12312518400)",5.73736486769727e-05,0.341519832611084,DRAM[P=540 Q=8 Z7=1 C7=1 R7=1 S7=1 Y6=540 X6=8 Z6=1 C6=1 R6=1 S6=1 Y5=540 X5=8 Z5=1 C5=1 R5=1 S5=1 Y4=540 X4=8 Z4=1 C4=1 R4=1 S4=1 Y3=540 X3=8 Z3=1 C3=1 R3=1 S3=1 Y2=540 X2=8 Z2=1 C2=1 R2=1 S2=1 Y1=540 X1=8 Z1=1 C1=1 R1=1 S1=1 Y0=540 X0=8 Z0=1 C0=1 R0=1 S0=1] GlobalBuffer[P=1 Q=120 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=120 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=120 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=120 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=120 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=120 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=120 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=120 Z0=1 C0=1 R0=1 S0=1] SACols[Q=1 Z7=16] SARows[S7=3 C7=28 Z7=1] SACols_6[X6=1 Z6=14] SARows_6[S6=1 C6=12 Z6=4] SACols_5[X5=1 Z5=12] SARows_5[S5=3 C5=12 Z5=1] SACols_4[X4=1 Z4=12] SARows_4[S4=3 C4=12 Z4=1] SACols_3[X3=1 Z3=12] SARows_3[S3=3 C3=12 Z3=1] SACols_2[X2=1 Z2=12] SARows_2[S2=3 C2=12 Z2=1] SACols_1[X1=1 Z1=12] SARows_1[S1=1 C1=56 Z1=1] SACols_0[X0=1 Z0=14] SARows_0[S0=5 C0=3 Z0=4] InRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] WRegister[P=1 Q=1 Z7=1 C7=2 R7=3 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=3 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=3 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=3 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=3 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=5 S0=1] IntermediateRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] OutRegister[P=1 Q=1 Z7=1 C7=1 R7=1 S7=1 Y6=1 X6=1 Z6=1 C6=1 R6=1 S6=1 Y5=1 X5=1 Z5=1 C5=1 R5=1 S5=1 Y4=1 X4=1 Z4=1 C4=1 R4=1 S4=1 Y3=1 X3=1 Z3=1 C3=1 R3=1 S3=1 Y2=1 X2=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] Compute] 
fsrcnn_L0_feature_extraction_2026-02-20T23:29:41.429454,fsrcnn,L0_feature_extraction,single,1,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,1.714e+03,7.258e+06,1.24e+04,"(481079400, 497664000)",0.41015625,0.017076730728149414,DRAM[M=1 C=1 R=1 S=1 P=540 Q=8] GlobalBuffer[Q=120 S=1 C=1 R=1 M=1 P=1] SACols[Q=1 M=14] SARows[S=5 C=3 M=4] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=5 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L1_shrinking_2026-02-20T23:29:41.867226,fsrcnn,L1_shrinking,single,1,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,1.708e+03,7.258e+06,1.24e+04,"(413683872, 390355200)",0.328125,0.09628582000732422,DRAM[M=1 C=1 R=1 S=1 P=540 Q=8] GlobalBuffer[Q=120 S=1 C=1 R=1 M=1 P=1] SACols[Q=1 M=12] SARows[S=1 C=56 M=1] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=1 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L2_mapping1_2026-02-20T23:29:42.568246,fsrcnn,L2_mapping1,single,1,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,7.778e+02,1.556e+06,1.21e+03,"(259201296, 244166400)",0.2109375,0.054117679595947266,DRAM[M=1 C=1 R=1 S=1 P=540 Q=8] GlobalBuffer[Q=120 S=1 C=1 R=1 M=1 P=1] SACols[Q=1 M=12] SARows[S=3 C=12 M=1] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L3_mapping2_2026-02-20T23:29:43.133230,fsrcnn,L3_mapping2,single,1,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,7.778e+02,1.556e+06,1.21e+03,"(259201296, 244166400)",0.2109375,0.0701148509979248,DRAM[M=1 C=1 R=1 S=1 P=540 Q=8] GlobalBuffer[Q=120 S=1 C=1 R=1 M=1 P=1] SACols[Q=1 M=12] SARows[S=3 C=12 M=1] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L4_mapping3_2026-02-20T23:29:43.609995,fsrcnn,L4_mapping3,single,1,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,7.778e+02,1.556e+06,1.21e+03,"(259201296, 244166400)",0.2109375,0.02816939353942871,DRAM[M=1 C=1 R=1 S=1 P=540 Q=8] GlobalBuffer[Q=120 S=1 C=1 R=1 M=1 P=1] SACols[Q=1 M=12] SARows[S=3 C=12 M=1] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L5_mapping4_2026-02-20T23:29:43.925674,fsrcnn,L5_mapping4,single,1,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,7.778e+02,1.556e+06,1.21e+03,"(259201296, 244166400)",0.2109375,0.04366302490234375,DRAM[M=1 C=1 R=1 S=1 P=540 Q=8] GlobalBuffer[Q=120 S=1 C=1 R=1 M=1 P=1] SACols[Q=1 M=12] SARows[S=3 C=12 M=1] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L6_expanding_2026-02-20T23:29:44.349690,fsrcnn,L6_expanding,single,1,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,1.708e+03,7.258e+06,1.24e+04,"(390874272, 413164800)",0.328125,0.07613348960876465,DRAM[M=1 C=1 R=1 S=1 P=540 Q=8] GlobalBuffer[Q=120 S=1 C=1 R=1 M=1 P=1] SACols[Q=1 M=14] SARows[S=1 C=12 M=4] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=1 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L7_output_2026-02-20T23:29:45.148192,fsrcnn,L7_output,single,1,eyeriss,thesis_arch,1056,524,128,128,16,120,False,True,,2.932e+03,7.260e+06,2.13e+04,"(829966464, 1442188800)",0.65625,0.16394972801208496,DRAM[M=1 C=1 R=1 S=1 P=540 Q=8] GlobalBuffer[Q=120 S=1 C=1 R=1 M=1 P=1] SACols[Q=1 M=16] SARows[S=3 C=28 M=1] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=2 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=1 S=1 R=1 Q=1 P=1 C=1] Compute] 
