experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_type,arch_name,fmem_size_kB,wmem_size_kB,gb_size_kB,pe_rows,pe_cols,tile_size,scale_bandwidth,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s,mapping
vgg16_13layer_2026-02-25T15:48:02.793427,vgg16,13layer,full,13,depfin,thesis_arch,568,14400,128,2,1024,,True,True,,1.074e+05,1.902e+08,3.84e+07,"(38788666048, 15373876224)",4.8916449571605794e-18,0.2923867702484131,DRAM[C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1 C8=1 R8=1 S8=1 Z8=1 C9=1 R9=1 S9=1 Z9=1 C10=1 R10=1 S10=1 Z10=1 C11=1 R11=1 S11=1 Z11=1 C12=1 R12=1 S12=1 Z12=1 Q=1 P=14 X11=1 Y11=14 X10=1 Y10=14 X9=1 Y9=28 X8=1 Y8=28 X7=1 Y7=28 X6=1 Y6=56 X5=1 Y5=56 X4=1 Y4=56 X3=1 Y3=112 X2=1 Y2=112 X1=1 Y1=224 X0=1 Y0=224] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 Y7=1 X7=1 Z7=1 C8=1 R8=1 S8=1 Y8=1 X8=1 Z8=1 C9=1 R9=1 S9=1 Y9=1 X9=1 Z9=1 C10=1 R10=1 S10=1 Y10=1 X10=1 Z10=1 C11=1 R11=1 S11=1 Y11=1 X11=1 Z11=1 C12=1 R12=1 S12=1 P=1 Q=1 Z12=1] WeightMemory[Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 Y7=1 X7=1 Y8=1 X8=1 Y9=1 X9=1 Y10=1 X10=1 Y11=1 X11=1 P=1 Q=1 Z12=256 C12=512 R12=3 S12=3 Z11=256 C11=512 R11=3 S11=3 Z10=256 C10=512 R10=3 S10=3 Z9=256 C9=512 R9=3 S9=3 Z8=256 C8=512 R8=3 S8=3 Z7=256 C7=256 R7=3 S7=3 Z6=128 C6=256 R6=3 S6=3 Z5=128 C5=256 R5=3 S5=3 Z4=128 C4=128 R4=3 S4=3 Z3=64 C3=128 R3=3 S3=3 Z2=64 C2=64 R2=3 S2=3 Z1=32 C1=64 R1=3 S1=3 Z0=32 C0=3 R0=3 S0=3] SACols_12[Q=14] SARows_12[Z12=2] SACols_11[X11=14] SARows_11[Z11=2] SACols_10[X10=14] SARows_10[Z10=2] SACols_9[X9=28] SARows_9[Z9=2] SACols_8[X8=28] SARows_8[Z8=2] SACols_7[X7=28] SARows_7[Z7=2] SACols_6[X6=56] SARows_6[Z6=2] SACols_5[X5=56] SARows_5[Z5=2] SACols_4[X4=56] SARows_4[Z4=2] SACols_3[X3=112] SARows_3[Z3=2] SACols_2[X2=112] SARows_2[Z2=2] SACols_1[X1=224] SARows_1[Z1=2] SACols_0[X0=224] SARows_0[Z0=2] WeightRegister[C12=1 R12=1 S12=1 C11=1 R11=1 S11=1 C10=1 R10=1 S10=1 C9=1 R9=1 S9=1 C8=1 R8=1 S8=1 C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 Y7=1 X7=1 Z7=1 Y8=1 X8=1 Z8=1 Y9=1 X9=1 Z9=1 Y10=1 X10=1 Z10=1 Y11=1 X11=1 Z11=1 P=1 Q=1 Z12=1] AccumulationIntermediateOutputRegister[Z11=1 Y11=1 X11=1 Z10=1 Y10=1 X10=1 Z9=1 Y9=1 X9=1 Z8=1 Y8=1 X8=1 Z7=1 Y7=1 X7=1 Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 C8=1 R8=1 S8=1 C9=1 R9=1 S9=1 C10=1 R10=1 S10=1 C11=1 R11=1 S11=1 C12=1 R12=1 S12=1 P=1 Q=1 Z12=1] AccumulationOutputRegister[Q=1 P=1 Z12=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 Y7=1 X7=1 Z7=1 C8=1 R8=1 S8=1 Y8=1 X8=1 Z8=1 C9=1 R9=1 S9=1 Y9=1 X9=1 Z9=1 C10=1 R10=1 S10=1 Y10=1 X10=1 Z10=1 C11=1 R11=1 S11=1 Y11=1 X11=1 Z11=1 C12=1 R12=1 S12=1] Compute] 
vgg16_13layer_2026-02-25T15:48:06.270221,vgg16,13layer,full,13,depfin,thesis_arch,568,14400,128,4,512,,True,True,,1.046e+05,9.510e+07,1.89e+07,"(34952008384, 15373876224)",4.0072355489059467e-14,0.2653772830963135,DRAM[C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1 C8=1 R8=1 S8=1 Z8=1 C9=1 R9=1 S9=1 Z9=1 C10=1 R10=1 S10=1 Z10=1 C11=1 R11=1 S11=1 Z11=1 C12=1 R12=1 S12=1 Z12=1 Q=1 P=14 X11=1 Y11=14 X10=1 Y10=14 X9=1 Y9=28 X8=1 Y8=28 X7=1 Y7=28 X6=1 Y6=56 X5=1 Y5=56 X4=1 Y4=56 X3=1 Y3=112 X2=1 Y2=112 X1=1 Y1=224 X0=1 Y0=224] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 Y7=1 X7=1 Z7=1 C8=1 R8=1 S8=1 Y8=1 X8=1 Z8=1 C9=1 R9=1 S9=1 Y9=1 X9=1 Z9=1 C10=1 R10=1 S10=1 Y10=1 X10=1 Z10=1 C11=1 R11=1 S11=1 Y11=1 X11=1 Z11=1 C12=1 R12=1 S12=1 P=1 Q=1 Z12=1] WeightMemory[Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 Y7=1 X7=1 Y8=1 X8=1 Y9=1 X9=1 Y10=1 X10=1 Y11=1 X11=1 P=1 Q=1 Z12=128 C12=512 R12=3 S12=3 Z11=128 C11=512 R11=3 S11=3 Z10=128 C10=512 R10=3 S10=3 Z9=128 C9=512 R9=3 S9=3 Z8=128 C8=512 R8=3 S8=3 Z7=128 C7=256 R7=3 S7=3 Z6=64 C6=256 R6=3 S6=3 Z5=64 C5=256 R5=3 S5=3 Z4=64 C4=128 R4=3 S4=3 Z3=32 C3=128 R3=3 S3=3 Z2=32 C2=64 R2=3 S2=3 Z1=16 C1=64 R1=3 S1=3 Z0=16 C0=3 R0=3 S0=3] SACols_12[Q=14] SARows_12[Z12=4] SACols_11[X11=14] SARows_11[Z11=4] SACols_10[X10=14] SARows_10[Z10=4] SACols_9[X9=28] SARows_9[Z9=4] SACols_8[X8=28] SARows_8[Z8=4] SACols_7[X7=28] SARows_7[Z7=4] SACols_6[X6=56] SARows_6[Z6=4] SACols_5[X5=56] SARows_5[Z5=4] SACols_4[X4=56] SARows_4[Z4=4] SACols_3[X3=112] SARows_3[Z3=4] SACols_2[X2=112] SARows_2[Z2=4] SACols_1[X1=224] SARows_1[Z1=4] SACols_0[X0=224] SARows_0[Z0=4] WeightRegister[C12=1 R12=1 S12=1 C11=1 R11=1 S11=1 C10=1 R10=1 S10=1 C9=1 R9=1 S9=1 C8=1 R8=1 S8=1 C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 Y7=1 X7=1 Z7=1 Y8=1 X8=1 Z8=1 Y9=1 X9=1 Z9=1 Y10=1 X10=1 Z10=1 Y11=1 X11=1 Z11=1 P=1 Q=1 Z12=1] AccumulationIntermediateOutputRegister[Z11=1 Y11=1 X11=1 Z10=1 Y10=1 X10=1 Z9=1 Y9=1 X9=1 Z8=1 Y8=1 X8=1 Z7=1 Y7=1 X7=1 Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 C8=1 R8=1 S8=1 C9=1 R9=1 S9=1 C10=1 R10=1 S10=1 C11=1 R11=1 S11=1 C12=1 R12=1 S12=1 P=1 Q=1 Z12=1] AccumulationOutputRegister[Q=1 P=1 Z12=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 Y7=1 X7=1 Z7=1 C8=1 R8=1 S8=1 Y8=1 X8=1 Z8=1 C9=1 R9=1 S9=1 Y9=1 X9=1 Z9=1 C10=1 R10=1 S10=1 Y10=1 X10=1 Z10=1 C11=1 R11=1 S11=1 Y11=1 X11=1 Z11=1 C12=1 R12=1 S12=1] Compute] 
vgg16_13layer_2026-02-25T15:48:09.277536,vgg16,13layer,full,13,depfin,thesis_arch,568,14400,128,8,256,,True,True,,1.032e+05,4.757e+07,9.40e+06,"(33033679552, 15373876224)",3.2827273616637515e-10,0.2549722194671631,DRAM[C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1 C8=1 R8=1 S8=1 Z8=1 C9=1 R9=1 S9=1 Z9=1 C10=1 R10=1 S10=1 Z10=1 C11=1 R11=1 S11=1 Z11=1 C12=1 R12=1 S12=1 Z12=1 Q=1 P=14 X11=1 Y11=14 X10=1 Y10=14 X9=1 Y9=28 X8=1 Y8=28 X7=1 Y7=28 X6=1 Y6=56 X5=1 Y5=56 X4=1 Y4=56 X3=1 Y3=112 X2=1 Y2=112 X1=1 Y1=224 X0=1 Y0=224] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 Y7=1 X7=1 Z7=1 C8=1 R8=1 S8=1 Y8=1 X8=1 Z8=1 C9=1 R9=1 S9=1 Y9=1 X9=1 Z9=1 C10=1 R10=1 S10=1 Y10=1 X10=1 Z10=1 C11=1 R11=1 S11=1 Y11=1 X11=1 Z11=1 C12=1 R12=1 S12=1 P=1 Q=1 Z12=1] WeightMemory[Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 Y7=1 X7=1 Y8=1 X8=1 Y9=1 X9=1 Y10=1 X10=1 Y11=1 X11=1 P=1 Q=1 Z12=64 C12=512 R12=3 S12=3 Z11=64 C11=512 R11=3 S11=3 Z10=64 C10=512 R10=3 S10=3 Z9=64 C9=512 R9=3 S9=3 Z8=64 C8=512 R8=3 S8=3 Z7=64 C7=256 R7=3 S7=3 Z6=32 C6=256 R6=3 S6=3 Z5=32 C5=256 R5=3 S5=3 Z4=32 C4=128 R4=3 S4=3 Z3=16 C3=128 R3=3 S3=3 Z2=16 C2=64 R2=3 S2=3 Z1=8 C1=64 R1=3 S1=3 Z0=8 C0=3 R0=3 S0=3] SACols_12[Q=14] SARows_12[Z12=8] SACols_11[X11=14] SARows_11[Z11=8] SACols_10[X10=14] SARows_10[Z10=8] SACols_9[X9=28] SARows_9[Z9=8] SACols_8[X8=28] SARows_8[Z8=8] SACols_7[X7=28] SARows_7[Z7=8] SACols_6[X6=56] SARows_6[Z6=8] SACols_5[X5=56] SARows_5[Z5=8] SACols_4[X4=56] SARows_4[Z4=8] SACols_3[X3=112] SARows_3[Z3=8] SACols_2[X2=112] SARows_2[Z2=8] SACols_1[X1=224] SARows_1[Z1=8] SACols_0[X0=224] SARows_0[Z0=8] WeightRegister[C12=1 R12=1 S12=1 C11=1 R11=1 S11=1 C10=1 R10=1 S10=1 C9=1 R9=1 S9=1 C8=1 R8=1 S8=1 C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 Y7=1 X7=1 Z7=1 Y8=1 X8=1 Z8=1 Y9=1 X9=1 Z9=1 Y10=1 X10=1 Z10=1 Y11=1 X11=1 Z11=1 P=1 Q=1 Z12=1] AccumulationIntermediateOutputRegister[Z11=1 Y11=1 X11=1 Z10=1 Y10=1 X10=1 Z9=1 Y9=1 X9=1 Z8=1 Y8=1 X8=1 Z7=1 Y7=1 X7=1 Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 C8=1 R8=1 S8=1 C9=1 R9=1 S9=1 C10=1 R10=1 S10=1 C11=1 R11=1 S11=1 C12=1 R12=1 S12=1 P=1 Q=1 Z12=1] AccumulationOutputRegister[Q=1 P=1 Z12=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 Y7=1 X7=1 Z7=1 C8=1 R8=1 S8=1 Y8=1 X8=1 Z8=1 C9=1 R9=1 S9=1 Y9=1 X9=1 Z9=1 C10=1 R10=1 S10=1 Y10=1 X10=1 Z10=1 C11=1 R11=1 S11=1 Y11=1 X11=1 Z11=1 C12=1 R12=1 S12=1] Compute] 
vgg16_13layer_2026-02-25T15:48:12.041396,vgg16,13layer,full,13,depfin,thesis_arch,568,14400,128,16,128,,True,True,,1.026e+05,2.433e+07,4.79e+06,"(32083159744, 15373876224)",6.723025636687363e-07,0.2971365451812744,DRAM[C0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Z1=1 C2=1 R2=1 S2=1 Z2=1 C3=1 R3=1 S3=1 Z3=1 C4=1 R4=1 S4=1 Z4=1 C5=1 R5=1 S5=1 Z5=1 C6=1 R6=1 S6=1 Z6=1 C7=1 R7=1 S7=1 Z7=1 C8=1 R8=1 S8=1 Z8=1 C9=1 R9=1 S9=1 Z9=1 C10=1 R10=1 S10=1 Z10=1 C11=1 R11=1 S11=1 Z11=1 C12=1 R12=1 S12=1 Z12=1 Q=1 P=14 X11=1 Y11=14 X10=1 Y10=14 X9=1 Y9=28 X8=1 Y8=28 X7=1 Y7=28 X6=1 Y6=56 X5=1 Y5=56 X4=1 Y4=56 X3=1 Y3=112 X2=1 Y2=112 X1=2 Y1=224 X0=2 Y0=224] FeatureMemory[C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 Y7=1 X7=1 Z7=1 C8=1 R8=1 S8=1 Y8=1 X8=1 Z8=1 C9=1 R9=1 S9=1 Y9=1 X9=1 Z9=1 C10=1 R10=1 S10=1 Y10=1 X10=1 Z10=1 C11=1 R11=1 S11=1 Y11=1 X11=1 Z11=1 C12=1 R12=1 S12=1 P=1 Q=1 Z12=1] WeightMemory[Y0=1 X0=1 Y1=1 X1=1 Y2=1 X2=1 Y3=1 X3=1 Y4=1 X4=1 Y5=1 X5=1 Y6=1 X6=1 Y7=1 X7=1 Y8=1 X8=1 Y9=1 X9=1 Y10=1 X10=1 Y11=1 X11=1 P=1 Q=1 Z12=32 C12=512 R12=3 S12=3 Z11=32 C11=512 R11=3 S11=3 Z10=32 C10=512 R10=3 S10=3 Z9=32 C9=512 R9=3 S9=3 Z8=32 C8=512 R8=3 S8=3 Z7=32 C7=256 R7=3 S7=3 Z6=16 C6=256 R6=3 S6=3 Z5=16 C5=256 R5=3 S5=3 Z4=16 C4=128 R4=3 S4=3 Z3=8 C3=128 R3=3 S3=3 Z2=8 C2=64 R2=3 S2=3 Z1=4 C1=64 R1=3 S1=3 Z0=4 C0=3 R0=3 S0=3] SACols_12[Q=14] SARows_12[Z12=16] SACols_11[X11=14] SARows_11[Z11=16] SACols_10[X10=14] SARows_10[Z10=16] SACols_9[X9=28] SARows_9[Z9=16] SACols_8[X8=28] SARows_8[Z8=16] SACols_7[X7=28] SARows_7[Z7=16] SACols_6[X6=56] SARows_6[Z6=16] SACols_5[X5=56] SARows_5[Z5=16] SACols_4[X4=56] SARows_4[Z4=16] SACols_3[X3=112] SARows_3[Z3=16] SACols_2[X2=112] SARows_2[Z2=16] SACols_1[X1=112] SARows_1[Z1=16] SACols_0[X0=112] SARows_0[Z0=16] WeightRegister[C12=1 R12=1 S12=1 C11=1 R11=1 S11=1 C10=1 R10=1 S10=1 C9=1 R9=1 S9=1 C8=1 R8=1 S8=1 C7=1 R7=1 S7=1 C6=1 R6=1 S6=1 C5=1 R5=1 S5=1 C4=1 R4=1 S4=1 C3=1 R3=1 S3=1 C2=1 R2=1 S2=1 C1=1 R1=1 S1=1 C0=1 R0=1 S0=1 Y0=1 X0=1 Z0=1 Y1=1 X1=1 Z1=1 Y2=1 X2=1 Z2=1 Y3=1 X3=1 Z3=1 Y4=1 X4=1 Z4=1 Y5=1 X5=1 Z5=1 Y6=1 X6=1 Z6=1 Y7=1 X7=1 Z7=1 Y8=1 X8=1 Z8=1 Y9=1 X9=1 Z9=1 Y10=1 X10=1 Z10=1 Y11=1 X11=1 Z11=1 P=1 Q=1 Z12=1] AccumulationIntermediateOutputRegister[Z11=1 Y11=1 X11=1 Z10=1 Y10=1 X10=1 Z9=1 Y9=1 X9=1 Z8=1 Y8=1 X8=1 Z7=1 Y7=1 X7=1 Z6=1 Y6=1 X6=1 Z5=1 Y5=1 X5=1 Z4=1 Y4=1 X4=1 Z3=1 Y3=1 X3=1 Z2=1 Y2=1 X2=1 Z1=1 Y1=1 X1=1 Z0=1 Y0=1 X0=1 C0=1 R0=1 S0=1 C1=1 R1=1 S1=1 C2=1 R2=1 S2=1 C3=1 R3=1 S3=1 C4=1 R4=1 S4=1 C5=1 R5=1 S5=1 C6=1 R6=1 S6=1 C7=1 R7=1 S7=1 C8=1 R8=1 S8=1 C9=1 R9=1 S9=1 C10=1 R10=1 S10=1 C11=1 R11=1 S11=1 C12=1 R12=1 S12=1 P=1 Q=1 Z12=1] AccumulationOutputRegister[Q=1 P=1 Z12=1 C0=1 Y0=1 X0=1 R0=1 S0=1 Z0=1 C1=1 R1=1 S1=1 Y1=1 X1=1 Z1=1 C2=1 R2=1 S2=1 Y2=1 X2=1 Z2=1 C3=1 R3=1 S3=1 Y3=1 X3=1 Z3=1 C4=1 R4=1 S4=1 Y4=1 X4=1 Z4=1 C5=1 R5=1 S5=1 Y5=1 X5=1 Z5=1 C6=1 R6=1 S6=1 Y6=1 X6=1 Z6=1 C7=1 R7=1 S7=1 Y7=1 X7=1 Z7=1 C8=1 R8=1 S8=1 Y8=1 X8=1 Z8=1 C9=1 R9=1 S9=1 Y9=1 X9=1 Z9=1 C10=1 R10=1 S10=1 Y10=1 X10=1 Z10=1 C11=1 R11=1 S11=1 Y11=1 X11=1 Z11=1 C12=1 R12=1 S12=1] Compute] 
