experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_type,arch_name,fmem_size_kB,wmem_size_kB,gb_size_kB,pe_rows,pe_cols,tile_size,scale_bandwidth,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s,mapping
mccnn_4layer_2026-02-25T17:44:30.020887,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,4,4,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_4x4 -> Level: InRegister: memory footprint: 294 VS memory available: 34
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_4x4 -> Level: WRegister: memory footprint: 2328 VS memory available: 600",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:30.572533,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,4,16,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_16x4 -> Level: InRegister: memory footprint: 294 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:31.104895,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,4,32,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_32x4 -> Level: InRegister: memory footprint: 294 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:31.350487,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,4,64,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_64x4 -> Level: InRegister: memory footprint: 294 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:31.702352,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,4,128,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_128x4 -> Level: InRegister: memory footprint: 294 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:31.959212,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,4,256,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_256x4 -> Level: InRegister: memory footprint: 294 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:32.269474,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,4,512,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_512x4 -> Level: InRegister: memory footprint: 294 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:32.549515,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,16,4,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_4x16 -> Level: InRegister: memory footprint: 78 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:32.831702,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,16,16,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_16x16 -> Level: InRegister: memory footprint: 78 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
mccnn_4layer_2026-02-25T17:44:33.046713,mccnn,4layer,full,4,eyeriss,thesis_arch,1056,524,128,16,32,69,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_4L_tile69_32x16 -> Level: InRegister: memory footprint: 78 VS memory available: 34",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
