experiment_id,workload_name,workload_variant,fusion_level,num_fused_layers,arch_type,arch_name,fmem_size_kB,wmem_size_kB,gb_size_kB,pe_rows,pe_cols,tile_size,scale_bandwidth,success,error_message,energy_uJ,latency_cycles,edp,mops,utilization,mapping_time_s,mapping
fsrcnn_L0_L1_L2_2026-02-20T19:44:28.867519,fsrcnn,L0_L1_L2,3layer,3,eyeriss,thesis_arch,1056,524,128,128,16,80,False,False,"Ill-posed constraints:
CONSTRAINTS VIOLATION: Arch: Eyeriss_Constrained_3L_tile80_16x128 -> Level: IntermediateRegister: memory footprint: 13 VS memory available: 10",0.000e+00,0.000e+00,0.00e+00,0,0.0,0.0,
fsrcnn_L3_L4_L5_2026-02-20T19:44:29.758323,fsrcnn,L3_L4_L5,3layer,3,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,6.275e+04,4.666e+06,2.95e+05,"(5567619888, 2550528000)",0.600677490234375,0.06426548957824707,DRAM[P=540 Q=12 Z2=1 C2=1 R2=1 S2=1 Y1=540 X1=12 Z1=1 C1=1 R1=1 S1=1 Y0=540 X0=12 Z0=1 C0=1 R0=1 S0=1] GlobalBuffer[P=1 Q=5 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=5 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=5 Z0=1 C0=1 R0=1 S0=1] SACols[Q=16 Z2=1] SARows[S2=3 C2=12 Z2=3] SACols_1[X1=16 Z1=1] SARows_1[S1=3 C1=12 Z1=3] SACols_0[X0=16 Z0=1] SARows_0[S0=3 C0=12 Z0=3] InRegister[P=1 Q=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] WRegister[P=1 Q=1 Z2=1 C2=1 R2=3 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=3 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=3 S0=1] IntermediateRegister[P=1 Q=1 Z2=1 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=4 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=4 C0=1 R0=1 S0=1] OutRegister[P=1 Q=1 Z2=4 C2=1 R2=1 S2=1 Y1=1 X1=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] Compute] 
fsrcnn_L6_L7_expanding_output_2026-02-20T19:44:30.183632,fsrcnn,L6_L7_expanding_output,3layer,2,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,1.538e+05,8.165e+06,1.26e+06,"(13772859936, 4978713600)",0.4921875,0.04146528244018555,DRAM[P=540 Q=12 Z1=1 C1=1 R1=1 S1=1 Y0=540 X0=12 Z0=1 C0=1 R0=1 S0=1] GlobalBuffer[P=1 Q=5 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=5 Z0=1 C0=1 R0=1 S0=1] SACols[Q=16 Z1=1] SARows[S1=3 C1=28 Z1=1] SACols_0[X0=16 Z0=1] SARows_0[S0=1 C0=12 Z0=8] InRegister[P=1 Q=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] WRegister[P=1 Q=1 Z1=1 C1=2 R1=3 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] IntermediateRegister[P=1 Q=1 Z1=1 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=7 C0=1 R0=1 S0=1] OutRegister[P=1 Q=1 Z1=16 C1=1 R1=1 S1=1 Y0=1 X0=1 Z0=1 C0=1 R0=1 S0=1] Compute] 
fsrcnn_L0_feature_extraction_2026-02-20T19:44:30.565686,fsrcnn,L0_feature_extraction,single,1,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,2.136e+03,7.258e+06,1.55e+04,"(476997000, 122958000)",0.9375,0.05010485649108887,DRAM[M=1 C=1 R=1 S=1 P=540 Q=12] GlobalBuffer[Q=5 S=1 C=1 R=1 M=1 P=1] SACols[Q=16 M=1] SARows[S=5 C=3 M=8] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=5 S=1 Q=1 P=1 M=1] OutRegister[M=7 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L1_shrinking_2026-02-20T19:44:30.964591,fsrcnn,L1_shrinking,single,1,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,2.069e+03,7.258e+06,1.50e+04,"(413035872, 99727200)",0.875,0.04193735122680664,DRAM[M=1 C=1 R=1 S=1 P=540 Q=12] GlobalBuffer[Q=5 S=1 C=1 R=1 M=1 P=1] SACols[Q=16 M=1] SARows[S=1 C=56 M=2] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=1 S=1 Q=1 P=1 M=1] OutRegister[M=6 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L2_mapping1_2026-02-20T19:44:31.331626,fsrcnn,L2_mapping1,single,1,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,1.095e+03,1.556e+06,1.70e+03,"(256090896, 75038400)",0.84375,0.03285646438598633,DRAM[M=1 C=1 R=1 S=1 P=540 Q=12] GlobalBuffer[Q=5 S=1 C=1 R=1 M=1 P=1] SACols[Q=16 M=1] SARows[S=3 C=12 M=3] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=4 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L3_mapping2_2026-02-20T19:44:31.722432,fsrcnn,L3_mapping2,single,1,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,1.095e+03,1.556e+06,1.70e+03,"(256090896, 75038400)",0.84375,0.030358314514160156,DRAM[M=1 C=1 R=1 S=1 P=540 Q=12] GlobalBuffer[Q=5 S=1 C=1 R=1 M=1 P=1] SACols[Q=16 M=1] SARows[S=3 C=12 M=3] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=4 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L4_mapping3_2026-02-20T19:44:32.181272,fsrcnn,L4_mapping3,single,1,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,1.095e+03,1.556e+06,1.70e+03,"(256090896, 75038400)",0.84375,0.046312808990478516,DRAM[M=1 C=1 R=1 S=1 P=540 Q=12] GlobalBuffer[Q=5 S=1 C=1 R=1 M=1 P=1] SACols[Q=16 M=1] SARows[S=3 C=12 M=3] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=4 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L5_mapping4_2026-02-20T19:44:32.601736,fsrcnn,L5_mapping4,single,1,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,1.095e+03,1.556e+06,1.70e+03,"(256090896, 75038400)",0.84375,0.032582998275756836,DRAM[M=1 C=1 R=1 S=1 P=540 Q=12] GlobalBuffer[Q=5 S=1 C=1 R=1 M=1 P=1] SACols[Q=16 M=1] SARows[S=3 C=12 M=3] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=3 S=1 Q=1 P=1 M=1] OutRegister[M=4 S=1 R=1 Q=1 P=1 C=1] Compute] 
fsrcnn_L6_expanding_2026-02-20T19:44:33.055880,fsrcnn,L6_expanding,single,1,eyeriss,thesis_arch,1056,524,128,128,16,80,False,True,,2.033e+03,7.258e+06,1.48e+04,"(390291072, 114274800)",0.75,0.08668065071105957,DRAM[M=1 C=1 R=1 S=1 P=540 Q=12] GlobalBuffer[Q=5 S=1 C=1 R=1 M=1 P=1] SACols[Q=16 M=1] SARows[S=1 C=12 M=8] InRegister[S=1 R=1 Q=1 P=1 C=1 M=1] WRegister[C=1 R=1 S=1 Q=1 P=1 M=1] OutRegister[M=7 S=1 R=1 Q=1 P=1 C=1] Compute] 
